ticks,traffic_volumes,traffic_targets,smart_average_speeds_a,smart_average_speeds_h,average_speeds_h,average_speeds_a
53430,677,669.5390491261976,6.202712539874513,2.0624457773337954,5.365152481554844,1.7617026638315862
53460,665,657.0231984961016,4.848735949621814,1.6649164138635293,4.100231287286073,1.4785276923643857
53490,658,644.7413096001263,5.974867045688678,1.8847954847969468,6.4951977890731,1.9987436133652945
53520,622,593.0757469375851,5.384455542786066,1.9185709740630998,5.132221011729443,1.7453696915209806
53550,580,545.5503414597795,5.219189936070477,1.6932220916147975,4.276742607591826,1.4892453798125507
53580,597,615.463791900438,7.016966099915572,2.376663043610387,7.177796251679457,2.3159352394967216
53610,657,694.3368014890924,6.8727066154914525,2.4825283185829163,6.26304447709491,2.013495380213774
53640,668,681.8252053080432,6.0081518760400945,1.9937723498614046,4.856962672591028,1.6728938412558079
53670,668,669.5390617296246,7.793005173464211,2.456395405403263,7.354880136136239,2.2691471484146453
53700,645,617.9565733783965,6.7895757497956755,2.287026432533258,5.497337055797148,1.8329462928909155
53730,606,570.3480923055952,5.38799224541388,1.9074369649848175,4.225338920791802,1.5125881529349372
53760,604,617.9565762865053,6.627489157265199,2.2890840779237744,6.741452625176817,2.0989138976197346
53790,642,669.5390680313382,6.279737006206442,2.334872057718879,5.747310903233533,1.9002063636284017
53820,620,576.2474813827147,5.3329435481594745,1.7975130990468258,4.604033969357118,1.5420167229706279
53850,556,495.95486754236657,5.678492121623159,2.045763878939748,7.3105066003083365,2.2964730633331403
53880,508,470.50410053139615,6.295342907724107,2.35468509769293,5.91476878961883,1.8956690930018765
53910,464,446.35938288870113,5.724965939853409,2.063089970531701,4.650443761016683,1.5640894687995317
53940,447,458.5906727850159,7.553181552616555,2.6994921316761626,7.9008783195640415,2.4816672778496587
53970,448,471.1571285997875,5.978878757339375,2.1468516471181367,5.550528675913709,1.7780503181561778
54000,426,418.6340955464686,4.878596573447185,1.7549724069231756,4.279361303369938,1.5038589686807242
